"","Id","ActivityHour","...1.x","Calories","...1.y","TotalIntensity","AverageIntensity","...1","StepTotal"
"122",1503960366,2016-04-17 01:00:00,122,48,122,0,0,122,0
"123",1503960366,2016-04-17 02:00:00,123,47,123,0,0,123,0
"124",1503960366,2016-04-17 03:00:00,124,49,124,1,0.016667,124,8
"125",1503960366,2016-04-17 04:00:00,125,48,125,0,0,125,0
"126",1503960366,2016-04-17 05:00:00,126,48,126,0,0,126,0
"127",1503960366,2016-04-17 06:00:00,127,48,127,0,0,127,0
"128",1503960366,2016-04-17 07:00:00,128,48,128,0,0,128,0
"129",1503960366,2016-04-17 08:00:00,129,48,129,0,0,129,0
"130",1503960366,2016-04-17 09:00:00,130,48,130,0,0,130,0
"131",1503960366,2016-04-17 10:00:00,131,47,131,0,0,131,0
"132",1503960366,2016-04-17 11:00:00,132,63,132,9,0.15,132,84
"133",1503960366,2016-04-17 12:00:00,133,76,133,18,0.3,133,260
"134",1503960366,2016-04-17 13:00:00,134,83,134,23,0.383333,134,402
"135",1503960366,2016-04-17 14:00:00,135,69,135,10,0.166667,135,252
"136",1503960366,2016-04-17 15:00:00,136,73,136,13,0.216667,136,191
"137",1503960366,2016-04-17 16:00:00,137,57,137,2,0.033333,137,13
"138",1503960366,2016-04-17 17:00:00,138,174,138,71,1.183333,138,2613
"139",1503960366,2016-04-17 18:00:00,139,136,139,39,0.65,139,1616
"140",1503960366,2016-04-17 19:00:00,140,95,140,24,0.4,140,754
"141",1503960366,2016-04-17 20:00:00,141,191,141,87,1.45,141,2955
"142",1503960366,2016-04-17 21:00:00,142,79,142,16,0.266667,142,487
"143",1503960366,2016-04-17 22:00:00,143,58,143,5,0.083333,143,70
"144",1503960366,2016-04-17 23:00:00,144,50,144,0,0,144,0
"145",1503960366,2016-04-18 00:00:00,145,82,145,21,0.35,145,416
"146",1503960366,2016-04-18 01:00:00,146,48,146,0,0,146,0
"147",1503960366,2016-04-18 02:00:00,147,47,147,0,0,147,0
"148",1503960366,2016-04-18 03:00:00,148,47,148,0,0,148,0
"149",1503960366,2016-04-18 04:00:00,149,47,149,0,0,149,0
"150",1503960366,2016-04-18 05:00:00,150,47,150,0,0,150,0
"151",1503960366,2016-04-18 06:00:00,151,47,151,0,0,151,0
"152",1503960366,2016-04-18 07:00:00,152,47,152,0,0,152,0
"153",1503960366,2016-04-18 08:00:00,153,47,153,0,0,153,0
"154",1503960366,2016-04-18 09:00:00,154,133,154,39,0.65,154,1688
"155",1503960366,2016-04-18 10:00:00,155,81,155,17,0.283333,155,380
"156",1503960366,2016-04-18 11:00:00,156,73,156,15,0.25,156,328
"157",1503960366,2016-04-18 12:00:00,157,118,157,40,0.666667,157,1306
"158",1503960366,2016-04-18 13:00:00,158,70,158,9,0.15,158,268
"159",1503960366,2016-04-18 14:00:00,159,64,159,7,0.116667,159,137
"160",1503960366,2016-04-18 15:00:00,160,80,160,14,0.233333,160,495
"161",1503960366,2016-04-18 16:00:00,161,78,161,17,0.283333,161,277
"162",1503960366,2016-04-18 17:00:00,162,79,162,18,0.3,162,304
"163",1503960366,2016-04-18 18:00:00,163,234,163,114,1.9,163,4074
"164",1503960366,2016-04-18 19:00:00,164,157,164,30,0.5,164,2101
"165",1503960366,2016-04-18 20:00:00,165,57,165,2,0.033333,165,28
"166",1503960366,2016-04-18 21:00:00,166,68,166,11,0.183333,166,187
"167",1503960366,2016-04-18 22:00:00,167,86,167,19,0.316667,167,542
"168",1503960366,2016-04-18 23:00:00,168,83,168,18,0.3,168,488
"169",1503960366,2016-04-19 00:00:00,169,47,169,0,0,169,0
"170",1503960366,2016-04-19 01:00:00,170,49,170,1,0.016667,170,22
"171",1503960366,2016-04-19 02:00:00,171,47,171,0,0,171,0
"172",1503960366,2016-04-19 03:00:00,172,50,172,2,0.033333,172,9
"173",1503960366,2016-04-19 04:00:00,173,47,173,0,0,173,0
"174",1503960366,2016-04-19 05:00:00,174,47,174,0,0,174,0
"175",1503960366,2016-04-19 06:00:00,175,49,175,1,0.016667,175,7
"176",1503960366,2016-04-19 07:00:00,176,75,176,19,0.316667,176,316
"177",1503960366,2016-04-19 08:00:00,177,130,177,38,0.633333,177,1656
"178",1503960366,2016-04-19 09:00:00,178,79,178,16,0.266667,178,367
"179",1503960366,2016-04-19 10:00:00,179,75,179,16,0.266667,179,203
"180",1503960366,2016-04-19 11:00:00,180,72,180,13,0.216667,180,194
"181",1503960366,2016-04-19 12:00:00,181,143,181,61,1.016667,181,1887
"182",1503960366,2016-04-19 13:00:00,182,171,182,65,1.083333,182,2697
"183",1503960366,2016-04-19 14:00:00,183,76,183,12,0.2,183,409
"184",1503960366,2016-04-19 15:00:00,184,72,184,12,0.2,184,299
"185",1503960366,2016-04-19 16:00:00,185,71,185,9,0.15,185,297
"186",1503960366,2016-04-19 17:00:00,186,90,186,13,0.216667,186,732
"187",1503960366,2016-04-19 18:00:00,187,120,187,30,0.5,187,1280
"188",1503960366,2016-04-19 19:00:00,188,93,188,31,0.516667,188,397
"189",1503960366,2016-04-19 20:00:00,189,159,189,69,1.15,189,2487
"190",1503960366,2016-04-19 21:00:00,190,94,190,16,0.266667,190,826
"191",1503960366,2016-04-19 22:00:00,191,58,191,4,0.066667,191,52
"192",1503960366,2016-04-19 23:00:00,192,120,192,48,0.8,192,1369
"193",1503960366,2016-04-20 00:00:00,193,54,193,2,0.033333,193,16
"194",1503960366,2016-04-20 01:00:00,194,53,194,2,0.033333,194,36
"195",1503960366,2016-04-20 02:00:00,195,47,195,0,0,195,0
"196",1503960366,2016-04-20 03:00:00,196,48,196,0,0,196,0
"197",1503960366,2016-04-20 04:00:00,197,48,197,0,0,197,0
"198",1503960366,2016-04-20 05:00:00,198,47,198,0,0,198,0
"199",1503960366,2016-04-20 06:00:00,199,48,199,0,0,199,0
"200",1503960366,2016-04-20 07:00:00,200,51,200,3,0.05,200,29
"201",1503960366,2016-04-20 08:00:00,201,70,201,14,0.233333,201,264
"202",1503960366,2016-04-20 09:00:00,202,144,202,50,0.833333,202,1993
"203",1503960366,2016-04-20 10:00:00,203,79,203,13,0.216667,203,459
"204",1503960366,2016-04-20 11:00:00,204,58,204,1,0.016667,204,65
"205",1503960366,2016-04-20 12:00:00,205,64,205,8,0.133333,205,185
"206",1503960366,2016-04-20 13:00:00,206,61,206,5,0.083333,206,64
"207",1503960366,2016-04-20 14:00:00,207,113,207,39,0.65,207,1270
"208",1503960366,2016-04-20 15:00:00,208,97,208,21,0.35,208,797
"209",1503960366,2016-04-20 16:00:00,209,70,209,11,0.183333,209,261
"210",1503960366,2016-04-20 17:00:00,210,57,210,2,0.033333,210,13
"211",1503960366,2016-04-20 18:00:00,211,114,211,32,0.533333,211,1308
"212",1503960366,2016-04-20 19:00:00,212,117,212,36,0.6,212,1558
"213",1503960366,2016-04-20 20:00:00,213,80,213,12,0.2,213,499
"214",1503960366,2016-04-20 21:00:00,214,83,214,22,0.366667,214,395
"215",1503960366,2016-04-20 22:00:00,215,62,215,7,0.116667,215,77
"216",1503960366,2016-04-20 23:00:00,216,120,216,33,0.55,216,1255
"217",1503960366,2016-04-21 00:00:00,217,54,217,2,0.033333,217,17
"218",1503960366,2016-04-21 01:00:00,218,61,218,8,0.133333,218,129
"219",1503960366,2016-04-21 02:00:00,219,55,219,5,0.083333,219,81
"220",1503960366,2016-04-21 03:00:00,220,48,220,0,0,220,0
"221",1503960366,2016-04-21 04:00:00,221,47,221,0,0,221,0
"222",1503960366,2016-04-21 05:00:00,222,47,222,0,0,222,0
"223",1503960366,2016-04-21 06:00:00,223,48,223,0,0,223,0
"224",1503960366,2016-04-21 07:00:00,224,52,224,3,0.05,224,38
"225",1503960366,2016-04-21 08:00:00,225,71,225,15,0.25,225,245
"226",1503960366,2016-04-21 09:00:00,226,133,226,26,0.433333,226,1672
"227",1503960366,2016-04-21 10:00:00,227,77,227,16,0.266667,227,255
"228",1503960366,2016-04-21 11:00:00,228,55,228,0,0,228,0
"229",1503960366,2016-04-21 12:00:00,229,73,229,11,0.183333,229,384
"230",1503960366,2016-04-21 13:00:00,230,113,230,25,0.416667,230,1140
"231",1503960366,2016-04-21 14:00:00,231,58,231,2,0.033333,231,12
"232",1503960366,2016-04-21 15:00:00,232,68,232,8,0.133333,232,213
"233",1503960366,2016-04-21 16:00:00,233,60,233,4,0.066667,233,26
"234",1503960366,2016-04-21 17:00:00,234,60,234,5,0.083333,234,96
"235",1503960366,2016-04-21 18:00:00,235,69,235,9,0.15,235,213
"236",1503960366,2016-04-21 19:00:00,236,64,236,8,0.133333,236,100
"237",1503960366,2016-04-21 20:00:00,237,213,237,92,1.533333,237,3541
"238",1503960366,2016-04-21 21:00:00,238,104,238,21,0.35,238,970
"239",1503960366,2016-04-21 22:00:00,239,63,239,9,0.15,239,89
"240",1503960366,2016-04-21 23:00:00,240,84,240,15,0.25,240,598
"241",1503960366,2016-04-22 00:00:00,241,47,241,0,0,241,0
"242",1503960366,2016-04-22 01:00:00,242,47,242,0,0,242,0
"243",1503960366,2016-04-22 02:00:00,243,47,243,0,0,243,0
"244",1503960366,2016-04-22 03:00:00,244,47,244,0,0,244,0
"245",1503960366,2016-04-22 04:00:00,245,47,245,0,0,245,0
"246",1503960366,2016-04-22 05:00:00,246,47,246,0,0,246,0
"247",1503960366,2016-04-22 06:00:00,247,47,247,0,0,247,0
"248",1503960366,2016-04-22 07:00:00,248,47,248,0,0,248,0
"249",1503960366,2016-04-22 08:00:00,249,47,249,0,0,249,0
"250",1503960366,2016-04-22 09:00:00,250,65,250,13,0.216667,250,192
"251",1503960366,2016-04-22 10:00:00,251,54,251,2,0.033333,251,29
"252",1503960366,2016-04-22 11:00:00,252,102,252,34,0.566667,252,958
"253",1503960366,2016-04-22 12:00:00,253,57,253,2,0.033333,253,38
"254",1503960366,2016-04-22 13:00:00,254,60,254,4,0.066667,254,118
"255",1503960366,2016-04-22 14:00:00,255,54,255,0,0,255,0
"256",1503960366,2016-04-22 15:00:00,256,66,256,10,0.166667,256,180
"257",1503960366,2016-04-22 16:00:00,257,58,257,4,0.066667,257,22
"258",1503960366,2016-04-22 17:00:00,258,104,258,18,0.3,258,1041
"259",1503960366,2016-04-22 18:00:00,259,87,259,23,0.383333,259,514
"260",1503960366,2016-04-22 19:00:00,260,82,260,16,0.266667,260,629
"261",1503960366,2016-04-22 20:00:00,261,71,261,13,0.216667,261,329
"262",1503960366,2016-04-22 21:00:00,262,311,262,159,2.65,262,5934
"263",1503960366,2016-04-22 22:00:00,263,95,263,30,0.5,263,855
"264",1503960366,2016-04-22 23:00:00,264,136,264,54,0.9,264,1925
"265",1503960366,2016-04-23 00:00:00,265,63,265,9,0.15,265,182
"266",1503960366,2016-04-23 01:00:00,266,47,266,0,0,266,0
"267",1503960366,2016-04-23 02:00:00,267,49,267,1,0.016667,267,11
"268",1503960366,2016-04-23 03:00:00,268,47,268,0,0,268,0
"269",1503960366,2016-04-23 04:00:00,269,47,269,0,0,269,0
"270",1503960366,2016-04-23 05:00:00,270,48,270,0,0,270,0
"271",1503960366,2016-04-23 06:00:00,271,50,271,2,0.033333,271,12
"272",1503960366,2016-04-23 07:00:00,272,48,272,0,0,272,0
"273",1503960366,2016-04-23 08:00:00,273,59,273,8,0.133333,273,127
"274",1503960366,2016-04-23 09:00:00,274,75,274,17,0.283333,274,285
"275",1503960366,2016-04-23 10:00:00,275,56,275,4,0.066667,275,49
"276",1503960366,2016-04-23 11:00:00,276,84,276,11,0.183333,276,703
"277",1503960366,2016-04-23 12:00:00,277,129,277,49,0.816667,277,1597
"278",1503960366,2016-04-23 13:00:00,278,129,278,51,0.85,278,1453
"279",1503960366,2016-04-23 14:00:00,279,78,279,20,0.333333,279,202
"280",1503960366,2016-04-23 15:00:00,280,73,280,15,0.25,280,158
"281",1503960366,2016-04-23 16:00:00,281,140,281,52,0.866667,281,2008
"282",1503960366,2016-04-23 17:00:00,282,121,282,26,0.433333,282,1472
"283",1503960366,2016-04-23 18:00:00,283,173,283,66,1.1,283,2569
"284",1503960366,2016-04-23 19:00:00,284,51,284,2,0.033333,284,29
"285",1503960366,2016-04-23 20:00:00,285,63,285,9,0.15,285,142
"286",1503960366,2016-04-23 21:00:00,286,162,286,54,0.9,286,2432
"287",1503960366,2016-04-23 22:00:00,287,96,287,25,0.416667,287,709
"288",1503960366,2016-04-23 23:00:00,288,60,288,6,0.1,288,231
"289",1503960366,2016-04-24 00:00:00,289,66,289,10,0.166667,289,141
"290",1503960366,2016-04-24 01:00:00,290,54,290,2,0.033333,290,42
"291",1503960366,2016-04-24 02:00:00,291,48,291,0,0,291,0
"292",1503960366,2016-04-24 03:00:00,292,48,292,0,0,292,0
"293",1503960366,2016-04-24 04:00:00,293,49,293,1,0.016667,293,8
"294",1503960366,2016-04-24 05:00:00,294,48,294,0,0,294,0
"295",1503960366,2016-04-24 06:00:00,295,49,295,1,0.016667,295,7
"296",1503960366,2016-04-24 07:00:00,296,47,296,0,0,296,0
"297",1503960366,2016-04-24 08:00:00,297,49,297,1,0.016667,297,8
"298",1503960366,2016-04-24 09:00:00,298,59,298,8,0.133333,298,76
"299",1503960366,2016-04-24 10:00:00,299,90,299,26,0.433333,299,492
"300",1503960366,2016-04-24 11:00:00,300,67,300,12,0.2,300,149
"301",1503960366,2016-04-24 12:00:00,301,82,301,12,0.2,301,548
"302",1503960366,2016-04-24 13:00:00,302,74,302,12,0.2,302,394
"303",1503960366,2016-04-24 14:00:00,303,52,303,1,0.016667,303,26
"304",1503960366,2016-04-24 15:00:00,304,52,304,2,0.033333,304,27
"305",1503960366,2016-04-24 16:00:00,305,102,305,29,0.483333,305,885
"306",1503960366,2016-04-24 17:00:00,306,86,306,25,0.416667,306,411
"307",1503960366,2016-04-24 18:00:00,307,115,307,40,0.666667,307,911
"308",1503960366,2016-04-24 19:00:00,308,270,308,131,2.183333,308,4871
"309",1503960366,2016-04-24 20:00:00,309,76,309,18,0.3,309,342
"310",1503960366,2016-04-24 21:00:00,310,74,310,17,0.283333,310,244
"311",1503960366,2016-04-24 22:00:00,311,61,311,7,0.116667,311,66
"312",1503960366,2016-04-24 23:00:00,312,72,312,10,0.166667,312,391
"313",1503960366,2016-04-25 00:00:00,313,62,313,8,0.133333,313,95
"314",1503960366,2016-04-25 01:00:00,314,53,314,3,0.05,314,22
"315",1503960366,2016-04-25 02:00:00,315,57,315,6,0.1,315,97
"316",1503960366,2016-04-25 03:00:00,316,47,316,0,0,316,0
"317",1503960366,2016-04-25 04:00:00,317,50,317,2,0.033333,317,25
"318",1503960366,2016-04-25 05:00:00,318,49,318,1,0.016667,318,4
"319",1503960366,2016-04-25 06:00:00,319,47,319,0,0,319,0
"320",1503960366,2016-04-25 07:00:00,320,52,320,3,0.05,320,44
"321",1503960366,2016-04-25 08:00:00,321,83,321,22,0.366667,321,426
"322",1503960366,2016-04-25 09:00:00,322,146,322,46,0.766667,322,2041
"323",1503960366,2016-04-25 10:00:00,323,73,323,12,0.2,323,258
"324",1503960366,2016-04-25 11:00:00,324,121,324,24,0.4,324,1468
"325",1503960366,2016-04-25 12:00:00,325,92,325,19,0.316667,325,707
"326",1503960366,2016-04-25 13:00:00,326,75,326,13,0.216667,326,299
"327",1503960366,2016-04-25 14:00:00,327,62,327,5,0.083333,327,94
"328",1503960366,2016-04-25 15:00:00,328,76,328,13,0.216667,328,359
"329",1503960366,2016-04-25 16:00:00,329,71,329,10,0.166667,329,263
"330",1503960366,2016-04-25 17:00:00,330,67,330,8,0.133333,330,188
"331",1503960366,2016-04-25 18:00:00,331,61,331,6,0.1,331,116
"332",1503960366,2016-04-25 19:00:00,332,182,332,86,1.433333,332,2815
"333",1503960366,2016-04-25 20:00:00,333,95,333,30,0.5,333,895
"334",1503960366,2016-04-25 21:00:00,334,267,334,132,2.2,334,4895
"335",1503960366,2016-04-25 22:00:00,335,68,335,11,0.183333,335,188
"336",1503960366,2016-04-25 23:00:00,336,54,336,3,0.05,336,56
"337",1503960366,2016-04-26 00:00:00,337,56,337,4,0.066667,337,101
"338",1503960366,2016-04-26 01:00:00,338,66,338,11,0.183333,338,178
"339",1503960366,2016-04-26 02:00:00,339,51,339,0,0,339,0
"340",1503960366,2016-04-26 03:00:00,340,64,340,11,0.183333,340,145
"341",1503960366,2016-04-26 04:00:00,341,48,341,0,0,341,0
"342",1503960366,2016-04-26 05:00:00,342,49,342,1,0.016667,342,7
"343",1503960366,2016-04-26 06:00:00,343,48,343,0,0,343,0
"344",1503960366,2016-04-26 07:00:00,344,52,344,3,0.05,344,28
"345",1503960366,2016-04-26 08:00:00,345,67,345,13,0.216667,345,173
"346",1503960366,2016-04-26 09:00:00,346,139,346,31,0.516667,346,1826
"347",1503960366,2016-04-26 10:00:00,347,92,347,22,0.366667,347,666
"348",1503960366,2016-04-26 11:00:00,348,78,348,17,0.283333,348,266
"349",1503960366,2016-04-26 12:00:00,349,74,349,10,0.166667,349,415
"350",1503960366,2016-04-26 13:00:00,350,126,350,42,0.7,350,1571
"351",1503960366,2016-04-26 14:00:00,351,142,351,60,1,351,1998
"352",1503960366,2016-04-26 15:00:00,352,74,352,9,0.15,352,323
"353",1503960366,2016-04-26 16:00:00,353,93,353,22,0.366667,353,697
"354",1503960366,2016-04-26 17:00:00,354,60,354,5,0.083333,354,143
"355",1503960366,2016-04-26 18:00:00,355,169,355,72,1.2,355,2513
"356",1503960366,2016-04-26 19:00:00,356,73,356,15,0.25,356,148
"357",1503960366,2016-04-26 20:00:00,357,127,357,26,0.433333,357,1649
"358",1503960366,2016-04-26 21:00:00,358,79,358,14,0.233333,358,450
"359",1503960366,2016-04-26 22:00:00,359,66,359,9,0.15,359,148
"360",1503960366,2016-04-26 23:00:00,360,80,360,21,0.35,360,310
"361",1503960366,2016-04-27 00:00:00,361,68,361,10,0.166667,361,277
"362",1503960366,2016-04-27 01:00:00,362,59,362,5,0.083333,362,60
"363",1503960366,2016-04-27 02:00:00,363,53,363,2,0.033333,363,17
"364",1503960366,2016-04-27 03:00:00,364,47,364,0,0,364,0
"365",1503960366,2016-04-27 04:00:00,365,47,365,0,0,365,0
"366",1503960366,2016-04-27 05:00:00,366,47,366,0,0,366,0
"367",1503960366,2016-04-27 06:00:00,367,47,367,0,0,367,0
"368",1503960366,2016-04-27 07:00:00,368,47,368,0,0,368,0
"369",1503960366,2016-04-27 08:00:00,369,47,369,0,0,369,0
"370",1503960366,2016-04-27 09:00:00,370,149,370,33,0.55,370,1916
"371",1503960366,2016-04-27 10:00:00,371,93,371,27,0.45,371,502
"372",1503960366,2016-04-27 11:00:00,372,100,372,23,0.383333,372,797
"373",1503960366,2016-04-27 12:00:00,373,89,373,12,0.2,373,701
