"","Id","ActivityHour","TotalIntensity","AverageIntensity"
"110",1503960366,2016-04-16 13:00:00,90,1.5
"111",1503960366,2016-04-16 14:00:00,20,0.333333
"112",1503960366,2016-04-16 15:00:00,0,0
"113",1503960366,2016-04-16 16:00:00,2,0.033333
"114",1503960366,2016-04-16 17:00:00,17,0.283333
"115",1503960366,2016-04-16 18:00:00,10,0.166667
"116",1503960366,2016-04-16 19:00:00,12,0.2
"117",1503960366,2016-04-16 20:00:00,19,0.316667
"118",1503960366,2016-04-16 21:00:00,13,0.216667
"119",1503960366,2016-04-16 22:00:00,3,0.05
"120",1503960366,2016-04-16 23:00:00,5,0.083333
"121",1503960366,2016-04-17 00:00:00,0,0
"122",1503960366,2016-04-17 01:00:00,0,0
"123",1503960366,2016-04-17 02:00:00,0,0
"124",1503960366,2016-04-17 03:00:00,1,0.016667
"125",1503960366,2016-04-17 04:00:00,0,0
"126",1503960366,2016-04-17 05:00:00,0,0
"127",1503960366,2016-04-17 06:00:00,0,0
"128",1503960366,2016-04-17 07:00:00,0,0
"129",1503960366,2016-04-17 08:00:00,0,0
"130",1503960366,2016-04-17 09:00:00,0,0
"131",1503960366,2016-04-17 10:00:00,0,0
"132",1503960366,2016-04-17 11:00:00,9,0.15
"133",1503960366,2016-04-17 12:00:00,18,0.3
"134",1503960366,2016-04-17 13:00:00,23,0.383333
"135",1503960366,2016-04-17 14:00:00,10,0.166667
"136",1503960366,2016-04-17 15:00:00,13,0.216667
"137",1503960366,2016-04-17 16:00:00,2,0.033333
"138",1503960366,2016-04-17 17:00:00,71,1.183333
"139",1503960366,2016-04-17 18:00:00,39,0.65
"140",1503960366,2016-04-17 19:00:00,24,0.4
"141",1503960366,2016-04-17 20:00:00,87,1.45
"142",1503960366,2016-04-17 21:00:00,16,0.266667
"143",1503960366,2016-04-17 22:00:00,5,0.083333
"144",1503960366,2016-04-17 23:00:00,0,0
"145",1503960366,2016-04-18 00:00:00,21,0.35
"146",1503960366,2016-04-18 01:00:00,0,0
"147",1503960366,2016-04-18 02:00:00,0,0
"148",1503960366,2016-04-18 03:00:00,0,0
"149",1503960366,2016-04-18 04:00:00,0,0
"150",1503960366,2016-04-18 05:00:00,0,0
"151",1503960366,2016-04-18 06:00:00,0,0
"152",1503960366,2016-04-18 07:00:00,0,0
"153",1503960366,2016-04-18 08:00:00,0,0
"154",1503960366,2016-04-18 09:00:00,39,0.65
"155",1503960366,2016-04-18 10:00:00,17,0.283333
"156",1503960366,2016-04-18 11:00:00,15,0.25
"157",1503960366,2016-04-18 12:00:00,40,0.666667
"158",1503960366,2016-04-18 13:00:00,9,0.15
"159",1503960366,2016-04-18 14:00:00,7,0.116667
"160",1503960366,2016-04-18 15:00:00,14,0.233333
"161",1503960366,2016-04-18 16:00:00,17,0.283333
"162",1503960366,2016-04-18 17:00:00,18,0.3
"163",1503960366,2016-04-18 18:00:00,114,1.9
"164",1503960366,2016-04-18 19:00:00,30,0.5
"165",1503960366,2016-04-18 20:00:00,2,0.033333
"166",1503960366,2016-04-18 21:00:00,11,0.183333
"167",1503960366,2016-04-18 22:00:00,19,0.316667
"168",1503960366,2016-04-18 23:00:00,18,0.3
"169",1503960366,2016-04-19 00:00:00,0,0
"170",1503960366,2016-04-19 01:00:00,1,0.016667
"171",1503960366,2016-04-19 02:00:00,0,0
"172",1503960366,2016-04-19 03:00:00,2,0.033333
"173",1503960366,2016-04-19 04:00:00,0,0
"174",1503960366,2016-04-19 05:00:00,0,0
"175",1503960366,2016-04-19 06:00:00,1,0.016667
"176",1503960366,2016-04-19 07:00:00,19,0.316667
"177",1503960366,2016-04-19 08:00:00,38,0.633333
"178",1503960366,2016-04-19 09:00:00,16,0.266667
"179",1503960366,2016-04-19 10:00:00,16,0.266667
"180",1503960366,2016-04-19 11:00:00,13,0.216667
"181",1503960366,2016-04-19 12:00:00,61,1.016667
"182",1503960366,2016-04-19 13:00:00,65,1.083333
"183",1503960366,2016-04-19 14:00:00,12,0.2
"184",1503960366,2016-04-19 15:00:00,12,0.2
"185",1503960366,2016-04-19 16:00:00,9,0.15
"186",1503960366,2016-04-19 17:00:00,13,0.216667
"187",1503960366,2016-04-19 18:00:00,30,0.5
"188",1503960366,2016-04-19 19:00:00,31,0.516667
"189",1503960366,2016-04-19 20:00:00,69,1.15
"190",1503960366,2016-04-19 21:00:00,16,0.266667
"191",1503960366,2016-04-19 22:00:00,4,0.066667
"192",1503960366,2016-04-19 23:00:00,48,0.8
"193",1503960366,2016-04-20 00:00:00,2,0.033333
"194",1503960366,2016-04-20 01:00:00,2,0.033333
"195",1503960366,2016-04-20 02:00:00,0,0
"196",1503960366,2016-04-20 03:00:00,0,0
"197",1503960366,2016-04-20 04:00:00,0,0
"198",1503960366,2016-04-20 05:00:00,0,0
"199",1503960366,2016-04-20 06:00:00,0,0
"200",1503960366,2016-04-20 07:00:00,3,0.05
"201",1503960366,2016-04-20 08:00:00,14,0.233333
"202",1503960366,2016-04-20 09:00:00,50,0.833333
"203",1503960366,2016-04-20 10:00:00,13,0.216667
"204",1503960366,2016-04-20 11:00:00,1,0.016667
"205",1503960366,2016-04-20 12:00:00,8,0.133333
"206",1503960366,2016-04-20 13:00:00,5,0.083333
"207",1503960366,2016-04-20 14:00:00,39,0.65
"208",1503960366,2016-04-20 15:00:00,21,0.35
"209",1503960366,2016-04-20 16:00:00,11,0.183333
"210",1503960366,2016-04-20 17:00:00,2,0.033333
"211",1503960366,2016-04-20 18:00:00,32,0.533333
"212",1503960366,2016-04-20 19:00:00,36,0.6
"213",1503960366,2016-04-20 20:00:00,12,0.2
"214",1503960366,2016-04-20 21:00:00,22,0.366667
"215",1503960366,2016-04-20 22:00:00,7,0.116667
"216",1503960366,2016-04-20 23:00:00,33,0.55
"217",1503960366,2016-04-21 00:00:00,2,0.033333
"218",1503960366,2016-04-21 01:00:00,8,0.133333
"219",1503960366,2016-04-21 02:00:00,5,0.083333
"220",1503960366,2016-04-21 03:00:00,0,0
"221",1503960366,2016-04-21 04:00:00,0,0
"222",1503960366,2016-04-21 05:00:00,0,0
"223",1503960366,2016-04-21 06:00:00,0,0
"224",1503960366,2016-04-21 07:00:00,3,0.05
"225",1503960366,2016-04-21 08:00:00,15,0.25
"226",1503960366,2016-04-21 09:00:00,26,0.433333
"227",1503960366,2016-04-21 10:00:00,16,0.266667
"228",1503960366,2016-04-21 11:00:00,0,0
"229",1503960366,2016-04-21 12:00:00,11,0.183333
"230",1503960366,2016-04-21 13:00:00,25,0.416667
"231",1503960366,2016-04-21 14:00:00,2,0.033333
"232",1503960366,2016-04-21 15:00:00,8,0.133333
"233",1503960366,2016-04-21 16:00:00,4,0.066667
"234",1503960366,2016-04-21 17:00:00,5,0.083333
"235",1503960366,2016-04-21 18:00:00,9,0.15
"236",1503960366,2016-04-21 19:00:00,8,0.133333
"237",1503960366,2016-04-21 20:00:00,92,1.533333
"238",1503960366,2016-04-21 21:00:00,21,0.35
"239",1503960366,2016-04-21 22:00:00,9,0.15
"240",1503960366,2016-04-21 23:00:00,15,0.25
"241",1503960366,2016-04-22 00:00:00,0,0
"242",1503960366,2016-04-22 01:00:00,0,0
"243",1503960366,2016-04-22 02:00:00,0,0
"244",1503960366,2016-04-22 03:00:00,0,0
"245",1503960366,2016-04-22 04:00:00,0,0
"246",1503960366,2016-04-22 05:00:00,0,0
"247",1503960366,2016-04-22 06:00:00,0,0
"248",1503960366,2016-04-22 07:00:00,0,0
"249",1503960366,2016-04-22 08:00:00,0,0
"250",1503960366,2016-04-22 09:00:00,13,0.216667
"251",1503960366,2016-04-22 10:00:00,2,0.033333
"252",1503960366,2016-04-22 11:00:00,34,0.566667
"253",1503960366,2016-04-22 12:00:00,2,0.033333
"254",1503960366,2016-04-22 13:00:00,4,0.066667
"255",1503960366,2016-04-22 14:00:00,0,0
"256",1503960366,2016-04-22 15:00:00,10,0.166667
"257",1503960366,2016-04-22 16:00:00,4,0.066667
"258",1503960366,2016-04-22 17:00:00,18,0.3
"259",1503960366,2016-04-22 18:00:00,23,0.383333
"260",1503960366,2016-04-22 19:00:00,16,0.266667
"261",1503960366,2016-04-22 20:00:00,13,0.216667
"262",1503960366,2016-04-22 21:00:00,159,2.65
"263",1503960366,2016-04-22 22:00:00,30,0.5
"264",1503960366,2016-04-22 23:00:00,54,0.9
"265",1503960366,2016-04-23 00:00:00,9,0.15
"266",1503960366,2016-04-23 01:00:00,0,0
"267",1503960366,2016-04-23 02:00:00,1,0.016667
"268",1503960366,2016-04-23 03:00:00,0,0
"269",1503960366,2016-04-23 04:00:00,0,0
"270",1503960366,2016-04-23 05:00:00,0,0
"271",1503960366,2016-04-23 06:00:00,2,0.033333
"272",1503960366,2016-04-23 07:00:00,0,0
"273",1503960366,2016-04-23 08:00:00,8,0.133333
"274",1503960366,2016-04-23 09:00:00,17,0.283333
"275",1503960366,2016-04-23 10:00:00,4,0.066667
"276",1503960366,2016-04-23 11:00:00,11,0.183333
"277",1503960366,2016-04-23 12:00:00,49,0.816667
"278",1503960366,2016-04-23 13:00:00,51,0.85
"279",1503960366,2016-04-23 14:00:00,20,0.333333
"280",1503960366,2016-04-23 15:00:00,15,0.25
"281",1503960366,2016-04-23 16:00:00,52,0.866667
"282",1503960366,2016-04-23 17:00:00,26,0.433333
"283",1503960366,2016-04-23 18:00:00,66,1.1
"284",1503960366,2016-04-23 19:00:00,2,0.033333
"285",1503960366,2016-04-23 20:00:00,9,0.15
"286",1503960366,2016-04-23 21:00:00,54,0.9
"287",1503960366,2016-04-23 22:00:00,25,0.416667
"288",1503960366,2016-04-23 23:00:00,6,0.1
"289",1503960366,2016-04-24 00:00:00,10,0.166667
"290",1503960366,2016-04-24 01:00:00,2,0.033333
"291",1503960366,2016-04-24 02:00:00,0,0
"292",1503960366,2016-04-24 03:00:00,0,0
"293",1503960366,2016-04-24 04:00:00,1,0.016667
"294",1503960366,2016-04-24 05:00:00,0,0
"295",1503960366,2016-04-24 06:00:00,1,0.016667
"296",1503960366,2016-04-24 07:00:00,0,0
"297",1503960366,2016-04-24 08:00:00,1,0.016667
"298",1503960366,2016-04-24 09:00:00,8,0.133333
"299",1503960366,2016-04-24 10:00:00,26,0.433333
"300",1503960366,2016-04-24 11:00:00,12,0.2
"301",1503960366,2016-04-24 12:00:00,12,0.2
"302",1503960366,2016-04-24 13:00:00,12,0.2
"303",1503960366,2016-04-24 14:00:00,1,0.016667
"304",1503960366,2016-04-24 15:00:00,2,0.033333
"305",1503960366,2016-04-24 16:00:00,29,0.483333
"306",1503960366,2016-04-24 17:00:00,25,0.416667
"307",1503960366,2016-04-24 18:00:00,40,0.666667
"308",1503960366,2016-04-24 19:00:00,131,2.183333
"309",1503960366,2016-04-24 20:00:00,18,0.3
"310",1503960366,2016-04-24 21:00:00,17,0.283333
"311",1503960366,2016-04-24 22:00:00,7,0.116667
"312",1503960366,2016-04-24 23:00:00,10,0.166667
"313",1503960366,2016-04-25 00:00:00,8,0.133333
"314",1503960366,2016-04-25 01:00:00,3,0.05
"315",1503960366,2016-04-25 02:00:00,6,0.1
"316",1503960366,2016-04-25 03:00:00,0,0
"317",1503960366,2016-04-25 04:00:00,2,0.033333
"318",1503960366,2016-04-25 05:00:00,1,0.016667
"319",1503960366,2016-04-25 06:00:00,0,0
"320",1503960366,2016-04-25 07:00:00,3,0.05
"321",1503960366,2016-04-25 08:00:00,22,0.366667
"322",1503960366,2016-04-25 09:00:00,46,0.766667
"323",1503960366,2016-04-25 10:00:00,12,0.2
"324",1503960366,2016-04-25 11:00:00,24,0.4
"325",1503960366,2016-04-25 12:00:00,19,0.316667
"326",1503960366,2016-04-25 13:00:00,13,0.216667
"327",1503960366,2016-04-25 14:00:00,5,0.083333
"328",1503960366,2016-04-25 15:00:00,13,0.216667
"329",1503960366,2016-04-25 16:00:00,10,0.166667
"330",1503960366,2016-04-25 17:00:00,8,0.133333
"331",1503960366,2016-04-25 18:00:00,6,0.1
"332",1503960366,2016-04-25 19:00:00,86,1.433333
"333",1503960366,2016-04-25 20:00:00,30,0.5
"334",1503960366,2016-04-25 21:00:00,132,2.2
"335",1503960366,2016-04-25 22:00:00,11,0.183333
"336",1503960366,2016-04-25 23:00:00,3,0.05
"337",1503960366,2016-04-26 00:00:00,4,0.066667
"338",1503960366,2016-04-26 01:00:00,11,0.183333
"339",1503960366,2016-04-26 02:00:00,0,0
"340",1503960366,2016-04-26 03:00:00,11,0.183333
"341",1503960366,2016-04-26 04:00:00,0,0
"342",1503960366,2016-04-26 05:00:00,1,0.016667
"343",1503960366,2016-04-26 06:00:00,0,0
"344",1503960366,2016-04-26 07:00:00,3,0.05
"345",1503960366,2016-04-26 08:00:00,13,0.216667
"346",1503960366,2016-04-26 09:00:00,31,0.516667
"347",1503960366,2016-04-26 10:00:00,22,0.366667
"348",1503960366,2016-04-26 11:00:00,17,0.283333
"349",1503960366,2016-04-26 12:00:00,10,0.166667
"350",1503960366,2016-04-26 13:00:00,42,0.7
"351",1503960366,2016-04-26 14:00:00,60,1
"352",1503960366,2016-04-26 15:00:00,9,0.15
"353",1503960366,2016-04-26 16:00:00,22,0.366667
"354",1503960366,2016-04-26 17:00:00,5,0.083333
"355",1503960366,2016-04-26 18:00:00,72,1.2
"356",1503960366,2016-04-26 19:00:00,15,0.25
"357",1503960366,2016-04-26 20:00:00,26,0.433333
"358",1503960366,2016-04-26 21:00:00,14,0.233333
"359",1503960366,2016-04-26 22:00:00,9,0.15
"360",1503960366,2016-04-26 23:00:00,21,0.35
"361",1503960366,2016-04-27 00:00:00,10,0.166667
"362",1503960366,2016-04-27 01:00:00,5,0.083333
"363",1503960366,2016-04-27 02:00:00,2,0.033333
"364",1503960366,2016-04-27 03:00:00,0,0
"365",1503960366,2016-04-27 04:00:00,0,0
"366",1503960366,2016-04-27 05:00:00,0,0
"367",1503960366,2016-04-27 06:00:00,0,0
"368",1503960366,2016-04-27 07:00:00,0,0
"369",1503960366,2016-04-27 08:00:00,0,0
"370",1503960366,2016-04-27 09:00:00,33,0.55
"371",1503960366,2016-04-27 10:00:00,27,0.45
"372",1503960366,2016-04-27 11:00:00,23,0.383333
"373",1503960366,2016-04-27 12:00:00,12,0.2
"374",1503960366,2016-04-27 13:00:00,13,0.216667
"375",1503960366,2016-04-27 14:00:00,35,0.583333
"376",1503960366,2016-04-27 15:00:00,6,0.1
"377",1503960366,2016-04-27 16:00:00,7,0.116667
"378",1503960366,2016-04-27 17:00:00,13,0.216667
"379",1503960366,2016-04-27 18:00:00,73,1.216667
"380",1503960366,2016-04-27 19:00:00,150,2.5
"381",1503960366,2016-04-27 20:00:00,70,1.166667
"382",1503960366,2016-04-27 21:00:00,20,0.333333
"383",1503960366,2016-04-27 22:00:00,0,0
"384",1503960366,2016-04-27 23:00:00,0,0
"385",1503960366,2016-04-28 00:00:00,0,0
"386",1503960366,2016-04-28 01:00:00,10,0.166667
"387",1503960366,2016-04-28 02:00:00,0,0
"388",1503960366,2016-04-28 03:00:00,0,0
"389",1503960366,2016-04-28 04:00:00,0,0
"390",1503960366,2016-04-28 05:00:00,0,0
"391",1503960366,2016-04-28 06:00:00,0,0
"392",1503960366,2016-04-28 07:00:00,1,0.016667
"393",1503960366,2016-04-28 08:00:00,11,0.183333
"394",1503960366,2016-04-28 09:00:00,38,0.633333
"395",1503960366,2016-04-28 10:00:00,19,0.316667
"396",1503960366,2016-04-28 11:00:00,10,0.166667
"397",1503960366,2016-04-28 12:00:00,16,0.266667
"398",1503960366,2016-04-28 13:00:00,33,0.55
"399",1503960366,2016-04-28 14:00:00,47,0.783333
"400",1503960366,2016-04-28 15:00:00,5,0.083333
"401",1503960366,2016-04-28 16:00:00,10,0.166667
"402",1503960366,2016-04-28 17:00:00,11,0.183333
"403",1503960366,2016-04-28 18:00:00,56,0.933333
"404",1503960366,2016-04-28 19:00:00,1,0.016667
"405",1503960366,2016-04-28 20:00:00,50,0.833333
"406",1503960366,2016-04-28 21:00:00,21,0.35
"407",1503960366,2016-04-28 22:00:00,2,0.033333
"408",1503960366,2016-04-28 23:00:00,48,0.8
"409",1503960366,2016-04-29 00:00:00,9,0.15
"410",1503960366,2016-04-29 01:00:00,0,0
"411",1503960366,2016-04-29 02:00:00,4,0.066667
"412",1503960366,2016-04-29 03:00:00,0,0
"413",1503960366,2016-04-29 04:00:00,0,0
"414",1503960366,2016-04-29 05:00:00,0,0
"415",1503960366,2016-04-29 06:00:00,0,0
"416",1503960366,2016-04-29 07:00:00,3,0.05
"417",1503960366,2016-04-29 08:00:00,13,0.216667
"418",1503960366,2016-04-29 09:00:00,33,0.55
"419",1503960366,2016-04-29 10:00:00,4,0.066667
"420",1503960366,2016-04-29 11:00:00,4,0.066667
"421",1503960366,2016-04-29 12:00:00,6,0.1
"422",1503960366,2016-04-29 13:00:00,6,0.1
"423",1503960366,2016-04-29 14:00:00,56,0.933333
"424",1503960366,2016-04-29 15:00:00,23,0.383333
"425",1503960366,2016-04-29 16:00:00,10,0.166667
"426",1503960366,2016-04-29 17:00:00,9,0.15
"427",1503960366,2016-04-29 18:00:00,5,0.083333
"428",1503960366,2016-04-29 19:00:00,11,0.183333
"429",1503960366,2016-04-29 20:00:00,16,0.266667
"430",1503960366,2016-04-29 21:00:00,20,0.333333
"431",1503960366,2016-04-29 22:00:00,27,0.45
"432",1503960366,2016-04-29 23:00:00,56,0.933333
"433",1503960366,2016-04-30 00:00:00,1,0.016667
"434",1503960366,2016-04-30 01:00:00,7,0.116667
"435",1503960366,2016-04-30 02:00:00,0,0
"436",1503960366,2016-04-30 03:00:00,1,0.016667
"437",1503960366,2016-04-30 04:00:00,0,0
"438",1503960366,2016-04-30 05:00:00,0,0
"439",1503960366,2016-04-30 06:00:00,0,0
"440",1503960366,2016-04-30 07:00:00,0,0
"441",1503960366,2016-04-30 08:00:00,3,0.05
"442",1503960366,2016-04-30 09:00:00,11,0.183333
"443",1503960366,2016-04-30 10:00:00,17,0.283333
"444",1503960366,2016-04-30 11:00:00,7,0.116667
"445",1503960366,2016-04-30 12:00:00,4,0.066667
"446",1503960366,2016-04-30 13:00:00,11,0.183333
"447",1503960366,2016-04-30 14:00:00,22,0.366667
"448",1503960366,2016-04-30 15:00:00,26,0.433333
"449",1503960366,2016-04-30 16:00:00,99,1.65
"450",1503960366,2016-04-30 17:00:00,55,0.916667
"451",1503960366,2016-04-30 18:00:00,71,1.183333
"452",1503960366,2016-04-30 19:00:00,4,0.066667
"453",1503960366,2016-04-30 20:00:00,5,0.083333
"454",1503960366,2016-04-30 21:00:00,22,0.366667
"455",1503960366,2016-04-30 22:00:00,47,0.783333
"456",1503960366,2016-04-30 23:00:00,28,0.466667
"457",1503960366,2016-05-01 00:00:00,9,0.15
"458",1503960366,2016-05-01 01:00:00,8,0.133333
"459",1503960366,2016-05-01 02:00:00,2,0.033333
"460",1503960366,2016-05-01 03:00:00,1,0.016667
"461",1503960366,2016-05-01 04:00:00,0,0
"462",1503960366,2016-05-01 05:00:00,0,0
"463",1503960366,2016-05-01 06:00:00,0,0
"464",1503960366,2016-05-01 07:00:00,3,0.05
"465",1503960366,2016-05-01 08:00:00,6,0.1
"466",1503960366,2016-05-01 09:00:00,12,0.2
"467",1503960366,2016-05-01 10:00:00,6,0.1
"468",1503960366,2016-05-01 11:00:00,10,0.166667
"469",1503960366,2016-05-01 12:00:00,10,0.166667
"470",1503960366,2016-05-01 13:00:00,5,0.083333
"471",1503960366,2016-05-01 14:00:00,25,0.416667
"472",1503960366,2016-05-01 15:00:00,21,0.35
"473",1503960366,2016-05-01 16:00:00,23,0.383333
"474",1503960366,2016-05-01 17:00:00,33,0.55
"475",1503960366,2016-05-01 18:00:00,70,1.166667
"476",1503960366,2016-05-01 19:00:00,14,0.233333
"477",1503960366,2016-05-01 20:00:00,6,0.1
"478",1503960366,2016-05-01 21:00:00,25,0.416667
"479",1503960366,2016-05-01 22:00:00,50,0.833333
"480",1503960366,2016-05-01 23:00:00,76,1.266667
"481",1503960366,2016-05-02 00:00:00,0,0
"482",1503960366,2016-05-02 01:00:00,7,0.116667
"483",1503960366,2016-05-02 02:00:00,0,0
"484",1503960366,2016-05-02 03:00:00,1,0.016667
"485",1503960366,2016-05-02 04:00:00,0,0
"486",1503960366,2016-05-02 05:00:00,0,0
"487",1503960366,2016-05-02 06:00:00,0,0
"488",1503960366,2016-05-02 07:00:00,3,0.05
"489",1503960366,2016-05-02 08:00:00,12,0.2
"490",1503960366,2016-05-02 09:00:00,30,0.5
"491",1503960366,2016-05-02 10:00:00,19,0.316667
"492",1503960366,2016-05-02 11:00:00,16,0.266667
"493",1503960366,2016-05-02 12:00:00,64,1.066667
"494",1503960366,2016-05-02 13:00:00,21,0.35
"495",1503960366,2016-05-02 14:00:00,13,0.216667
"496",1503960366,2016-05-02 15:00:00,11,0.183333
"497",1503960366,2016-05-02 16:00:00,24,0.4
"498",1503960366,2016-05-02 17:00:00,12,0.2
"499",1503960366,2016-05-02 18:00:00,9,0.15
"500",1503960366,2016-05-02 19:00:00,13,0.216667
"501",1503960366,2016-05-02 20:00:00,105,1.75
"502",1503960366,2016-05-02 21:00:00,25,0.416667
"503",1503960366,2016-05-02 22:00:00,28,0.466667
"504",1503960366,2016-05-02 23:00:00,17,0.283333
"505",1503960366,2016-05-03 00:00:00,3,0.05
"506",1503960366,2016-05-03 01:00:00,6,0.1
"507",1503960366,2016-05-03 02:00:00,1,0.016667
"508",1503960366,2016-05-03 03:00:00,5,0.083333
"509",1503960366,2016-05-03 04:00:00,0,0
"510",1503960366,2016-05-03 05:00:00,0,0
"511",1503960366,2016-05-03 06:00:00,2,0.033333
"512",1503960366,2016-05-03 07:00:00,3,0.05
"513",1503960366,2016-05-03 08:00:00,11,0.183333
"514",1503960366,2016-05-03 09:00:00,24,0.4
"515",1503960366,2016-05-03 10:00:00,25,0.416667
