"","Id","ActivityHour","Calories"
"317",1503960366,2016-04-25 04:00:00,50
"318",1503960366,2016-04-25 05:00:00,49
"319",1503960366,2016-04-25 06:00:00,47
"320",1503960366,2016-04-25 07:00:00,52
"321",1503960366,2016-04-25 08:00:00,83
"322",1503960366,2016-04-25 09:00:00,146
"323",1503960366,2016-04-25 10:00:00,73
"324",1503960366,2016-04-25 11:00:00,121
"325",1503960366,2016-04-25 12:00:00,92
"326",1503960366,2016-04-25 13:00:00,75
"327",1503960366,2016-04-25 14:00:00,62
"328",1503960366,2016-04-25 15:00:00,76
"329",1503960366,2016-04-25 16:00:00,71
"330",1503960366,2016-04-25 17:00:00,67
"331",1503960366,2016-04-25 18:00:00,61
"332",1503960366,2016-04-25 19:00:00,182
"333",1503960366,2016-04-25 20:00:00,95
"334",1503960366,2016-04-25 21:00:00,267
"335",1503960366,2016-04-25 22:00:00,68
"336",1503960366,2016-04-25 23:00:00,54
"337",1503960366,2016-04-26 00:00:00,56
"338",1503960366,2016-04-26 01:00:00,66
"339",1503960366,2016-04-26 02:00:00,51
"340",1503960366,2016-04-26 03:00:00,64
"341",1503960366,2016-04-26 04:00:00,48
"342",1503960366,2016-04-26 05:00:00,49
"343",1503960366,2016-04-26 06:00:00,48
"344",1503960366,2016-04-26 07:00:00,52
"345",1503960366,2016-04-26 08:00:00,67
"346",1503960366,2016-04-26 09:00:00,139
"347",1503960366,2016-04-26 10:00:00,92
"348",1503960366,2016-04-26 11:00:00,78
"349",1503960366,2016-04-26 12:00:00,74
"350",1503960366,2016-04-26 13:00:00,126
"351",1503960366,2016-04-26 14:00:00,142
"352",1503960366,2016-04-26 15:00:00,74
"353",1503960366,2016-04-26 16:00:00,93
"354",1503960366,2016-04-26 17:00:00,60
"355",1503960366,2016-04-26 18:00:00,169
"356",1503960366,2016-04-26 19:00:00,73
"357",1503960366,2016-04-26 20:00:00,127
"358",1503960366,2016-04-26 21:00:00,79
"359",1503960366,2016-04-26 22:00:00,66
"360",1503960366,2016-04-26 23:00:00,80
"361",1503960366,2016-04-27 00:00:00,68
"362",1503960366,2016-04-27 01:00:00,59
"363",1503960366,2016-04-27 02:00:00,53
"364",1503960366,2016-04-27 03:00:00,47
"365",1503960366,2016-04-27 04:00:00,47
"366",1503960366,2016-04-27 05:00:00,47
"367",1503960366,2016-04-27 06:00:00,47
"368",1503960366,2016-04-27 07:00:00,47
"369",1503960366,2016-04-27 08:00:00,47
"370",1503960366,2016-04-27 09:00:00,149
"371",1503960366,2016-04-27 10:00:00,93
"372",1503960366,2016-04-27 11:00:00,100
"373",1503960366,2016-04-27 12:00:00,89
"374",1503960366,2016-04-27 13:00:00,76
"375",1503960366,2016-04-27 14:00:00,150
"376",1503960366,2016-04-27 15:00:00,63
"377",1503960366,2016-04-27 16:00:00,64
"378",1503960366,2016-04-27 17:00:00,73
"379",1503960366,2016-04-27 18:00:00,178
"380",1503960366,2016-04-27 19:00:00,318
"381",1503960366,2016-04-27 20:00:00,174
"382",1503960366,2016-04-27 21:00:00,76
"383",1503960366,2016-04-27 22:00:00,47
"384",1503960366,2016-04-27 23:00:00,47
"385",1503960366,2016-04-28 00:00:00,47
"386",1503960366,2016-04-28 01:00:00,62
"387",1503960366,2016-04-28 02:00:00,48
"388",1503960366,2016-04-28 03:00:00,47
"389",1503960366,2016-04-28 04:00:00,48
"390",1503960366,2016-04-28 05:00:00,47
"391",1503960366,2016-04-28 06:00:00,48
"392",1503960366,2016-04-28 07:00:00,49
"393",1503960366,2016-04-28 08:00:00,63
"394",1503960366,2016-04-28 09:00:00,116
"395",1503960366,2016-04-28 10:00:00,105
"396",1503960366,2016-04-28 11:00:00,73
"397",1503960366,2016-04-28 12:00:00,78
"398",1503960366,2016-04-28 13:00:00,108
"399",1503960366,2016-04-28 14:00:00,124
"400",1503960366,2016-04-28 15:00:00,61
"401",1503960366,2016-04-28 16:00:00,81
"402",1503960366,2016-04-28 17:00:00,72
"403",1503960366,2016-04-28 18:00:00,138
"404",1503960366,2016-04-28 19:00:00,56
"405",1503960366,2016-04-28 20:00:00,151
"406",1503960366,2016-04-28 21:00:00,103
"407",1503960366,2016-04-28 22:00:00,55
"408",1503960366,2016-04-28 23:00:00,121
"409",1503960366,2016-04-29 00:00:00,65
"410",1503960366,2016-04-29 01:00:00,49
"411",1503960366,2016-04-29 02:00:00,54
"412",1503960366,2016-04-29 03:00:00,47
"413",1503960366,2016-04-29 04:00:00,47
"414",1503960366,2016-04-29 05:00:00,48
"415",1503960366,2016-04-29 06:00:00,47
"416",1503960366,2016-04-29 07:00:00,52
"417",1503960366,2016-04-29 08:00:00,67
"418",1503960366,2016-04-29 09:00:00,142
"419",1503960366,2016-04-29 10:00:00,60
"420",1503960366,2016-04-29 11:00:00,60
"421",1503960366,2016-04-29 12:00:00,65
"422",1503960366,2016-04-29 13:00:00,62
"423",1503960366,2016-04-29 14:00:00,136
"424",1503960366,2016-04-29 15:00:00,110
"425",1503960366,2016-04-29 16:00:00,73
"426",1503960366,2016-04-29 17:00:00,75
"427",1503960366,2016-04-29 18:00:00,60
"428",1503960366,2016-04-29 19:00:00,71
"429",1503960366,2016-04-29 20:00:00,80
"430",1503960366,2016-04-29 21:00:00,118
"431",1503960366,2016-04-29 22:00:00,111
"432",1503960366,2016-04-29 23:00:00,140
"433",1503960366,2016-04-30 00:00:00,51
"434",1503960366,2016-04-30 01:00:00,57
"435",1503960366,2016-04-30 02:00:00,47
"436",1503960366,2016-04-30 03:00:00,49
"437",1503960366,2016-04-30 04:00:00,47
"438",1503960366,2016-04-30 05:00:00,48
"439",1503960366,2016-04-30 06:00:00,48
"440",1503960366,2016-04-30 07:00:00,48
"441",1503960366,2016-04-30 08:00:00,52
"442",1503960366,2016-04-30 09:00:00,64
"443",1503960366,2016-04-30 10:00:00,72
"444",1503960366,2016-04-30 11:00:00,62
"445",1503960366,2016-04-30 12:00:00,58
"446",1503960366,2016-04-30 13:00:00,65
"447",1503960366,2016-04-30 14:00:00,85
"448",1503960366,2016-04-30 15:00:00,94
"449",1503960366,2016-04-30 16:00:00,203
"450",1503960366,2016-04-30 17:00:00,160
"451",1503960366,2016-04-30 18:00:00,159
"452",1503960366,2016-04-30 19:00:00,60
"453",1503960366,2016-04-30 20:00:00,62
"454",1503960366,2016-04-30 21:00:00,96
"455",1503960366,2016-04-30 22:00:00,144
"456",1503960366,2016-04-30 23:00:00,116
"457",1503960366,2016-05-01 00:00:00,64
"458",1503960366,2016-05-01 01:00:00,60
"459",1503960366,2016-05-01 02:00:00,50
"460",1503960366,2016-05-01 03:00:00,48
"461",1503960366,2016-05-01 04:00:00,47
"462",1503960366,2016-05-01 05:00:00,48
"463",1503960366,2016-05-01 06:00:00,47
"464",1503960366,2016-05-01 07:00:00,52
"465",1503960366,2016-05-01 08:00:00,56
"466",1503960366,2016-05-01 09:00:00,67
"467",1503960366,2016-05-01 10:00:00,61
"468",1503960366,2016-05-01 11:00:00,65
"469",1503960366,2016-05-01 12:00:00,66
"470",1503960366,2016-05-01 13:00:00,57
"471",1503960366,2016-05-01 14:00:00,91
"472",1503960366,2016-05-01 15:00:00,81
"473",1503960366,2016-05-01 16:00:00,97
"474",1503960366,2016-05-01 17:00:00,108
"475",1503960366,2016-05-01 18:00:00,159
"476",1503960366,2016-05-01 19:00:00,71
"477",1503960366,2016-05-01 20:00:00,59
"478",1503960366,2016-05-01 21:00:00,86
"479",1503960366,2016-05-01 22:00:00,127
"480",1503960366,2016-05-01 23:00:00,161
"481",1503960366,2016-05-02 00:00:00,50
"482",1503960366,2016-05-02 01:00:00,59
"483",1503960366,2016-05-02 02:00:00,47
"484",1503960366,2016-05-02 03:00:00,49
"485",1503960366,2016-05-02 04:00:00,47
"486",1503960366,2016-05-02 05:00:00,47
"487",1503960366,2016-05-02 06:00:00,47
"488",1503960366,2016-05-02 07:00:00,51
"489",1503960366,2016-05-02 08:00:00,68
"490",1503960366,2016-05-02 09:00:00,142
"491",1503960366,2016-05-02 10:00:00,82
"492",1503960366,2016-05-02 11:00:00,78
"493",1503960366,2016-05-02 12:00:00,153
"494",1503960366,2016-05-02 13:00:00,107
"495",1503960366,2016-05-02 14:00:00,75
"496",1503960366,2016-05-02 15:00:00,76
"497",1503960366,2016-05-02 16:00:00,88
"498",1503960366,2016-05-02 17:00:00,73
"499",1503960366,2016-05-02 18:00:00,68
"500",1503960366,2016-05-02 19:00:00,73
"501",1503960366,2016-05-02 20:00:00,231
"502",1503960366,2016-05-02 21:00:00,119
"503",1503960366,2016-05-02 22:00:00,106
"504",1503960366,2016-05-02 23:00:00,80
"505",1503960366,2016-05-03 00:00:00,54
"506",1503960366,2016-05-03 01:00:00,58
"507",1503960366,2016-05-03 02:00:00,49
"508",1503960366,2016-05-03 03:00:00,57
"509",1503960366,2016-05-03 04:00:00,47
"510",1503960366,2016-05-03 05:00:00,47
"511",1503960366,2016-05-03 06:00:00,50
"512",1503960366,2016-05-03 07:00:00,51
"513",1503960366,2016-05-03 08:00:00,64
"514",1503960366,2016-05-03 09:00:00,114
"515",1503960366,2016-05-03 10:00:00,99
"516",1503960366,2016-05-03 11:00:00,74
"517",1503960366,2016-05-03 12:00:00,81
"518",1503960366,2016-05-03 13:00:00,83
"519",1503960366,2016-05-03 14:00:00,88
"520",1503960366,2016-05-03 15:00:00,136
"521",1503960366,2016-05-03 16:00:00,103
"522",1503960366,2016-05-03 17:00:00,89
"523",1503960366,2016-05-03 18:00:00,191
"524",1503960366,2016-05-03 19:00:00,58
"525",1503960366,2016-05-03 20:00:00,50
"526",1503960366,2016-05-03 21:00:00,109
"527",1503960366,2016-05-03 22:00:00,163
"528",1503960366,2016-05-03 23:00:00,77
"529",1503960366,2016-05-04 00:00:00,79
"530",1503960366,2016-05-04 01:00:00,53
"531",1503960366,2016-05-04 02:00:00,47
"532",1503960366,2016-05-04 03:00:00,47
"533",1503960366,2016-05-04 04:00:00,47
"534",1503960366,2016-05-04 05:00:00,47
"535",1503960366,2016-05-04 06:00:00,47
"536",1503960366,2016-05-04 07:00:00,47
"537",1503960366,2016-05-04 08:00:00,53
"538",1503960366,2016-05-04 09:00:00,125
"539",1503960366,2016-05-04 10:00:00,87
"540",1503960366,2016-05-04 11:00:00,65
"541",1503960366,2016-05-04 12:00:00,75
"542",1503960366,2016-05-04 13:00:00,76
"543",1503960366,2016-05-04 14:00:00,152
"544",1503960366,2016-05-04 15:00:00,65
"545",1503960366,2016-05-04 16:00:00,64
"546",1503960366,2016-05-04 17:00:00,71
"547",1503960366,2016-05-04 18:00:00,145
"548",1503960366,2016-05-04 19:00:00,78
"549",1503960366,2016-05-04 20:00:00,124
"550",1503960366,2016-05-04 21:00:00,110
"551",1503960366,2016-05-04 22:00:00,63
"552",1503960366,2016-05-04 23:00:00,52
"553",1503960366,2016-05-05 00:00:00,56
"554",1503960366,2016-05-05 01:00:00,58
"555",1503960366,2016-05-05 02:00:00,52
"556",1503960366,2016-05-05 03:00:00,47
"557",1503960366,2016-05-05 04:00:00,53
"558",1503960366,2016-05-05 05:00:00,47
"559",1503960366,2016-05-05 06:00:00,49
"560",1503960366,2016-05-05 07:00:00,51
"561",1503960366,2016-05-05 08:00:00,61
"562",1503960366,2016-05-05 09:00:00,131
"563",1503960366,2016-05-05 10:00:00,78
"564",1503960366,2016-05-05 11:00:00,59
"565",1503960366,2016-05-05 12:00:00,75
"566",1503960366,2016-05-05 13:00:00,110
"567",1503960366,2016-05-05 14:00:00,75
"568",1503960366,2016-05-05 15:00:00,72
"569",1503960366,2016-05-05 16:00:00,102
"570",1503960366,2016-05-05 17:00:00,154
"571",1503960366,2016-05-05 18:00:00,95
"572",1503960366,2016-05-05 19:00:00,82
"573",1503960366,2016-05-05 20:00:00,79
"574",1503960366,2016-05-05 21:00:00,219
"575",1503960366,2016-05-05 22:00:00,95
"576",1503960366,2016-05-05 23:00:00,60
"577",1503960366,2016-05-06 00:00:00,68
"578",1503960366,2016-05-06 01:00:00,51
"579",1503960366,2016-05-06 02:00:00,57
"580",1503960366,2016-05-06 03:00:00,47
"581",1503960366,2016-05-06 04:00:00,48
"582",1503960366,2016-05-06 05:00:00,47
"583",1503960366,2016-05-06 06:00:00,48
"584",1503960366,2016-05-06 07:00:00,51
"585",1503960366,2016-05-06 08:00:00,63
"586",1503960366,2016-05-06 09:00:00,134
"587",1503960366,2016-05-06 10:00:00,85
"588",1503960366,2016-05-06 11:00:00,65
"589",1503960366,2016-05-06 12:00:00,72
"590",1503960366,2016-05-06 13:00:00,66
"591",1503960366,2016-05-06 14:00:00,83
"592",1503960366,2016-05-06 15:00:00,104
"593",1503960366,2016-05-06 16:00:00,78
"594",1503960366,2016-05-06 17:00:00,73
"595",1503960366,2016-05-06 18:00:00,127
"596",1503960366,2016-05-06 19:00:00,172
"597",1503960366,2016-05-06 20:00:00,73
"598",1503960366,2016-05-06 21:00:00,83
"599",1503960366,2016-05-06 22:00:00,78
"600",1503960366,2016-05-06 23:00:00,124
"601",1503960366,2016-05-07 00:00:00,65
"602",1503960366,2016-05-07 01:00:00,48
"603",1503960366,2016-05-07 02:00:00,50
"604",1503960366,2016-05-07 03:00:00,47
"605",1503960366,2016-05-07 04:00:00,48
"606",1503960366,2016-05-07 05:00:00,47
"607",1503960366,2016-05-07 06:00:00,47
