"","Id","ActivityHour","StepTotal"
"348",1503960366,2016-04-26 11:00:00,266
"349",1503960366,2016-04-26 12:00:00,415
"350",1503960366,2016-04-26 13:00:00,1571
"351",1503960366,2016-04-26 14:00:00,1998
"352",1503960366,2016-04-26 15:00:00,323
"353",1503960366,2016-04-26 16:00:00,697
"354",1503960366,2016-04-26 17:00:00,143
"355",1503960366,2016-04-26 18:00:00,2513
"356",1503960366,2016-04-26 19:00:00,148
"357",1503960366,2016-04-26 20:00:00,1649
"358",1503960366,2016-04-26 21:00:00,450
"359",1503960366,2016-04-26 22:00:00,148
"360",1503960366,2016-04-26 23:00:00,310
"361",1503960366,2016-04-27 00:00:00,277
"362",1503960366,2016-04-27 01:00:00,60
"363",1503960366,2016-04-27 02:00:00,17
"364",1503960366,2016-04-27 03:00:00,0
"365",1503960366,2016-04-27 04:00:00,0
"366",1503960366,2016-04-27 05:00:00,0
"367",1503960366,2016-04-27 06:00:00,0
"368",1503960366,2016-04-27 07:00:00,0
"369",1503960366,2016-04-27 08:00:00,0
"370",1503960366,2016-04-27 09:00:00,1916
"371",1503960366,2016-04-27 10:00:00,502
"372",1503960366,2016-04-27 11:00:00,797
"373",1503960366,2016-04-27 12:00:00,701
"374",1503960366,2016-04-27 13:00:00,319
"375",1503960366,2016-04-27 14:00:00,1932
"376",1503960366,2016-04-27 15:00:00,59
"377",1503960366,2016-04-27 16:00:00,98
"378",1503960366,2016-04-27 17:00:00,261
"379",1503960366,2016-04-27 18:00:00,2714
"380",1503960366,2016-04-27 19:00:00,5786
"381",1503960366,2016-04-27 20:00:00,2420
"382",1503960366,2016-04-27 21:00:00,266
"383",1503960366,2016-04-27 22:00:00,0
"384",1503960366,2016-04-27 23:00:00,0
"385",1503960366,2016-04-28 00:00:00,0
"386",1503960366,2016-04-28 01:00:00,127
"387",1503960366,2016-04-28 02:00:00,0
"388",1503960366,2016-04-28 03:00:00,0
"389",1503960366,2016-04-28 04:00:00,0
"390",1503960366,2016-04-28 05:00:00,0
"391",1503960366,2016-04-28 06:00:00,0
"392",1503960366,2016-04-28 07:00:00,14
"393",1503960366,2016-04-28 08:00:00,128
"394",1503960366,2016-04-28 09:00:00,1192
"395",1503960366,2016-04-28 10:00:00,987
"396",1503960366,2016-04-28 11:00:00,288
"397",1503960366,2016-04-28 12:00:00,317
"398",1503960366,2016-04-28 13:00:00,1144
"399",1503960366,2016-04-28 14:00:00,1512
"400",1503960366,2016-04-28 15:00:00,115
"401",1503960366,2016-04-28 16:00:00,554
"402",1503960366,2016-04-28 17:00:00,235
"403",1503960366,2016-04-28 18:00:00,1829
"404",1503960366,2016-04-28 19:00:00,13
"405",1503960366,2016-04-28 20:00:00,2122
"406",1503960366,2016-04-28 21:00:00,986
"407",1503960366,2016-04-28 22:00:00,16
"408",1503960366,2016-04-28 23:00:00,1512
"409",1503960366,2016-04-29 00:00:00,202
"410",1503960366,2016-04-29 01:00:00,0
"411",1503960366,2016-04-29 02:00:00,71
"412",1503960366,2016-04-29 03:00:00,0
"413",1503960366,2016-04-29 04:00:00,0
"414",1503960366,2016-04-29 05:00:00,0
"415",1503960366,2016-04-29 06:00:00,0
"416",1503960366,2016-04-29 07:00:00,27
"417",1503960366,2016-04-29 08:00:00,201
"418",1503960366,2016-04-29 09:00:00,1820
"419",1503960366,2016-04-29 10:00:00,44
"420",1503960366,2016-04-29 11:00:00,104
"421",1503960366,2016-04-29 12:00:00,214
"422",1503960366,2016-04-29 13:00:00,41
"423",1503960366,2016-04-29 14:00:00,1711
"424",1503960366,2016-04-29 15:00:00,1076
"425",1503960366,2016-04-29 16:00:00,285
"426",1503960366,2016-04-29 17:00:00,380
"427",1503960366,2016-04-29 18:00:00,118
"428",1503960366,2016-04-29 19:00:00,267
"429",1503960366,2016-04-29 20:00:00,386
"430",1503960366,2016-04-29 21:00:00,1366
"431",1503960366,2016-04-29 22:00:00,1111
"432",1503960366,2016-04-29 23:00:00,1757
"433",1503960366,2016-04-30 00:00:00,19
"434",1503960366,2016-04-30 01:00:00,65
"435",1503960366,2016-04-30 02:00:00,0
"436",1503960366,2016-04-30 03:00:00,6
"437",1503960366,2016-04-30 04:00:00,0
"438",1503960366,2016-04-30 05:00:00,0
"439",1503960366,2016-04-30 06:00:00,0
"440",1503960366,2016-04-30 07:00:00,0
"441",1503960366,2016-04-30 08:00:00,60
"442",1503960366,2016-04-30 09:00:00,148
"443",1503960366,2016-04-30 10:00:00,239
"444",1503960366,2016-04-30 11:00:00,127
"445",1503960366,2016-04-30 12:00:00,92
"446",1503960366,2016-04-30 13:00:00,141
"447",1503960366,2016-04-30 14:00:00,520
"448",1503960366,2016-04-30 15:00:00,993
"449",1503960366,2016-04-30 16:00:00,3388
"450",1503960366,2016-04-30 17:00:00,2176
"451",1503960366,2016-04-30 18:00:00,2319
"452",1503960366,2016-04-30 19:00:00,92
"453",1503960366,2016-04-30 20:00:00,117
"454",1503960366,2016-04-30 21:00:00,840
"455",1503960366,2016-04-30 22:00:00,2139
"456",1503960366,2016-04-30 23:00:00,1192
"457",1503960366,2016-05-01 00:00:00,247
"458",1503960366,2016-05-01 01:00:00,59
"459",1503960366,2016-05-01 02:00:00,36
"460",1503960366,2016-05-01 03:00:00,4
"461",1503960366,2016-05-01 04:00:00,0
"462",1503960366,2016-05-01 05:00:00,0
"463",1503960366,2016-05-01 06:00:00,0
"464",1503960366,2016-05-01 07:00:00,41
"465",1503960366,2016-05-01 08:00:00,94
"466",1503960366,2016-05-01 09:00:00,198
"467",1503960366,2016-05-01 10:00:00,146
"468",1503960366,2016-05-01 11:00:00,103
"469",1503960366,2016-05-01 12:00:00,130
"470",1503960366,2016-05-01 13:00:00,85
"471",1503960366,2016-05-01 14:00:00,540
"472",1503960366,2016-05-01 15:00:00,294
"473",1503960366,2016-05-01 16:00:00,823
"474",1503960366,2016-05-01 17:00:00,1053
"475",1503960366,2016-05-01 18:00:00,2007
"476",1503960366,2016-05-01 19:00:00,177
"477",1503960366,2016-05-01 20:00:00,93
"478",1503960366,2016-05-01 21:00:00,363
"479",1503960366,2016-05-01 22:00:00,1552
"480",1503960366,2016-05-01 23:00:00,2557
"481",1503960366,2016-05-02 00:00:00,0
"482",1503960366,2016-05-02 01:00:00,119
"483",1503960366,2016-05-02 02:00:00,0
"484",1503960366,2016-05-02 03:00:00,21
"485",1503960366,2016-05-02 04:00:00,0
"486",1503960366,2016-05-02 05:00:00,0
"487",1503960366,2016-05-02 06:00:00,0
"488",1503960366,2016-05-02 07:00:00,28
"489",1503960366,2016-05-02 08:00:00,245
"490",1503960366,2016-05-02 09:00:00,1690
"491",1503960366,2016-05-02 10:00:00,369
"492",1503960366,2016-05-02 11:00:00,384
"493",1503960366,2016-05-02 12:00:00,2116
"494",1503960366,2016-05-02 13:00:00,1064
"495",1503960366,2016-05-02 14:00:00,355
"496",1503960366,2016-05-02 15:00:00,418
"497",1503960366,2016-05-02 16:00:00,420
"498",1503960366,2016-05-02 17:00:00,340
"499",1503960366,2016-05-02 18:00:00,227
"500",1503960366,2016-05-02 19:00:00,235
"501",1503960366,2016-05-02 20:00:00,3903
"502",1503960366,2016-05-02 21:00:00,1427
"503",1503960366,2016-05-02 22:00:00,945
"504",1503960366,2016-05-02 23:00:00,404
"505",1503960366,2016-05-03 00:00:00,55
"506",1503960366,2016-05-03 01:00:00,79
"507",1503960366,2016-05-03 02:00:00,20
"508",1503960366,2016-05-03 03:00:00,110
"509",1503960366,2016-05-03 04:00:00,0
"510",1503960366,2016-05-03 05:00:00,0
"511",1503960366,2016-05-03 06:00:00,16
"512",1503960366,2016-05-03 07:00:00,23
"513",1503960366,2016-05-03 08:00:00,158
"514",1503960366,2016-05-03 09:00:00,1391
"515",1503960366,2016-05-03 10:00:00,955
"516",1503960366,2016-05-03 11:00:00,297
"517",1503960366,2016-05-03 12:00:00,396
"518",1503960366,2016-05-03 13:00:00,309
"519",1503960366,2016-05-03 14:00:00,384
"520",1503960366,2016-05-03 15:00:00,1719
"521",1503960366,2016-05-03 16:00:00,870
"522",1503960366,2016-05-03 17:00:00,690
"523",1503960366,2016-05-03 18:00:00,3119
"524",1503960366,2016-05-03 19:00:00,140
"525",1503960366,2016-05-03 20:00:00,6
"526",1503960366,2016-05-03 21:00:00,1333
"527",1503960366,2016-05-03 22:00:00,2549
"528",1503960366,2016-05-03 23:00:00,484
"529",1503960366,2016-05-04 00:00:00,400
"530",1503960366,2016-05-04 01:00:00,18
"531",1503960366,2016-05-04 02:00:00,0
"532",1503960366,2016-05-04 03:00:00,0
"533",1503960366,2016-05-04 04:00:00,0
"534",1503960366,2016-05-04 05:00:00,0
"535",1503960366,2016-05-04 06:00:00,0
"536",1503960366,2016-05-04 07:00:00,0
"537",1503960366,2016-05-04 08:00:00,68
"538",1503960366,2016-05-04 09:00:00,1470
"539",1503960366,2016-05-04 10:00:00,598
"540",1503960366,2016-05-04 11:00:00,194
"541",1503960366,2016-05-04 12:00:00,366
"542",1503960366,2016-05-04 13:00:00,318
"543",1503960366,2016-05-04 14:00:00,2284
"544",1503960366,2016-05-04 15:00:00,138
"545",1503960366,2016-05-04 16:00:00,144
"546",1503960366,2016-05-04 17:00:00,341
"547",1503960366,2016-05-04 18:00:00,2041
"548",1503960366,2016-05-04 19:00:00,205
"549",1503960366,2016-05-04 20:00:00,1316
"550",1503960366,2016-05-04 21:00:00,1106
"551",1503960366,2016-05-04 22:00:00,93
"552",1503960366,2016-05-04 23:00:00,0
"553",1503960366,2016-05-05 00:00:00,70
"554",1503960366,2016-05-05 01:00:00,113
"555",1503960366,2016-05-05 02:00:00,19
"556",1503960366,2016-05-05 03:00:00,0
"557",1503960366,2016-05-05 04:00:00,44
"558",1503960366,2016-05-05 05:00:00,0
"559",1503960366,2016-05-05 06:00:00,8
"560",1503960366,2016-05-05 07:00:00,23
"561",1503960366,2016-05-05 08:00:00,107
"562",1503960366,2016-05-05 09:00:00,1615
"563",1503960366,2016-05-05 10:00:00,360
"564",1503960366,2016-05-05 11:00:00,28
"565",1503960366,2016-05-05 12:00:00,318
"566",1503960366,2016-05-05 13:00:00,1231
"567",1503960366,2016-05-05 14:00:00,375
"568",1503960366,2016-05-05 15:00:00,187
"569",1503960366,2016-05-05 16:00:00,989
"570",1503960366,2016-05-05 17:00:00,2217
"571",1503960366,2016-05-05 18:00:00,715
"572",1503960366,2016-05-05 19:00:00,348
"573",1503960366,2016-05-05 20:00:00,283
"574",1503960366,2016-05-05 21:00:00,3897
"575",1503960366,2016-05-05 22:00:00,900
"576",1503960366,2016-05-05 23:00:00,200
"577",1503960366,2016-05-06 00:00:00,186
"578",1503960366,2016-05-06 01:00:00,4
"579",1503960366,2016-05-06 02:00:00,88
"580",1503960366,2016-05-06 03:00:00,0
"581",1503960366,2016-05-06 04:00:00,19
"582",1503960366,2016-05-06 05:00:00,0
"583",1503960366,2016-05-06 06:00:00,0
"584",1503960366,2016-05-06 07:00:00,23
"585",1503960366,2016-05-06 08:00:00,146
"586",1503960366,2016-05-06 09:00:00,1683
"587",1503960366,2016-05-06 10:00:00,504
"588",1503960366,2016-05-06 11:00:00,234
"589",1503960366,2016-05-06 12:00:00,261
"590",1503960366,2016-05-06 13:00:00,175
"591",1503960366,2016-05-06 14:00:00,535
"592",1503960366,2016-05-06 15:00:00,900
"593",1503960366,2016-05-06 16:00:00,335
"594",1503960366,2016-05-06 17:00:00,279
"595",1503960366,2016-05-06 18:00:00,1532
"596",1503960366,2016-05-06 19:00:00,2500
"597",1503960366,2016-05-06 20:00:00,255
"598",1503960366,2016-05-06 21:00:00,514
"599",1503960366,2016-05-06 22:00:00,375
"600",1503960366,2016-05-06 23:00:00,1611
"601",1503960366,2016-05-07 00:00:00,168
"602",1503960366,2016-05-07 01:00:00,0
